neighbourhood_group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room_type,construction_year,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,occupancy_rate,estimated_occupied_nights,estimated_revenue,log_price
Manhattan,Upper West Side,40.79883,-73.96234,False,moderate,Entire home/apt,2005.0,625,31,14.0,2020-11-22,0.13,4.0,1.0,0.0,1.0,365.0,228125.0,6.437751649736401
Manhattan,Chinatown,40.71535,-73.99027,True,strict,Entire home/apt,2008.0,950,30,43.0,2020-11-22,0.54,4.0,1.0,27.0,0.9260273972602739,338.0,321100.0,6.856461984594587
Manhattan,SoHo,40.72396,-73.99668,True,moderate,Entire home/apt,2015.0,393,300,83.0,2020-11-22,0.99,2.0,1.0,0.0,1.0,365.0,143445.0,5.973809611869261
Manhattan,Hell's Kitchen,40.76442,-73.98888,True,flexible,Private room,2013.0,732,7,45.0,2020-11-22,0.76,2.0,1.0,0.0,1.0,365.0,267180.0,6.595780513961311
Brooklyn,Sunset Park,40.65896,-73.99163,False,strict,Private room,2014.0,268,30,16.0,2020-11-22,0.4,2.0,1.0,41.0,0.8876712328767123,324.0,86832.0,5.5909869805108565
Brooklyn,Bedford-Stuyvesant,40.67981,-73.95094,False,moderate,Entire home/apt,2007.0,67,2,41.0,2020-11-22,1.09,5.0,2.0,261.0,0.28493150684931506,104.0,6968.0,4.204692619390966
Manhattan,Harlem,40.81587,-73.9472,True,strict,Entire home/apt,2005.0,67,30,12.0,2020-11-22,0.45,3.0,1.0,0.0,1.0,365.0,24455.0,4.204692619390966
Manhattan,Upper West Side,40.79296,-73.96751,False,strict,Entire home/apt,2022.0,1005,30,5.0,2020-11-22,0.21,5.0,1.0,294.0,0.19452054794520549,71.0,71355.0,6.912742820493176
Manhattan,Lower East Side,40.71905,-73.98424,False,flexible,Entire home/apt,2003.0,949,30,9.0,2020-11-22,0.3,3.0,1.0,38.0,0.8958904109589041,327.0,310323.0,6.855408798609928
Manhattan,Morningside Heights,40.80365,-73.95927,True,moderate,Entire home/apt,2008.0,826,30,3.0,2020-11-22,0.12,2.0,7.0,278.0,0.23835616438356164,87.0,71862.0,6.716594773520978
Brooklyn,Bedford-Stuyvesant,40.67737,-73.90923,False,flexible,Entire home/apt,2005.0,644,4,9.0,2020-11-22,0.38,4.0,4.0,33.0,0.9095890410958904,332.0,213808.0,6.467698726104354
Manhattan,Chelsea,40.74833,-73.99792,True,strict,Entire home/apt,2012.0,1161,1,7.0,2020-11-22,0.36,4.0,1.0,281.0,0.23013698630136986,84.0,97524.0,7.057036981697891
Brooklyn,Bedford-Stuyvesant,40.68927,-73.9422,True,strict,Entire home/apt,2006.0,935,15,4.0,2020-11-22,0.2,2.0,1.0,0.0,1.0,365.0,341275.0,6.840546529288687
Manhattan,Harlem,40.81895,-73.94058,True,strict,Entire home/apt,2005.0,1043,30,8.0,2020-11-22,0.41,5.0,1.0,0.0,1.0,365.0,380695.0,6.949856455000773
Manhattan,Financial District,40.70899,-74.00677,False,moderate,Private room,2008.0,995,1,1.0,2020-11-22,0.06,4.0,9.0,363.0,0.005479452054794521,2.0,1990.0,6.902742737158593
Manhattan,East Village,40.72254,-73.97985,False,strict,Entire home/apt,2006.0,563,90,28.0,2020-11-21,0.49,5.0,1.0,79.0,0.7835616438356164,286.0,161018.0,6.333279628139691
Manhattan,Upper East Side,40.77916,-73.95052,False,moderate,Entire home/apt,2018.0,972,3,7.0,2020-11-21,0.24,3.0,1.0,0.0,1.0,365.0,354780.0,6.879355804460439
Brooklyn,Fort Hamilton,40.61914,-74.0262,False,moderate,Private room,2012.0,837,1,1.0,2020-11-21,0.06,3.0,1.0,350.0,0.0410958904109589,15.0,12555.0,6.729824070489475
Manhattan,Inwood,40.86445,-73.92175,False,moderate,Private room,2006.0,1035,30,1.0,2020-11-21,0.06,3.0,126.0,55.0,0.8493150684931506,310.0,320850.0,6.942156705699469
Manhattan,Upper West Side,40.78382,-73.97444,True,flexible,Private room,2011.0,218,30,21.0,2020-11-20,0.69,4.0,6.0,365.0,0.0,0.0,0.0,5.384495062789089
Manhattan,East Harlem,40.79905,-73.93762,True,flexible,Private room,2006.0,1139,30,47.0,2020-11-20,1.51,2.0,2.0,0.0,1.0,365.0,415735.0,7.037905963447182
Manhattan,Financial District,40.70525,-74.01441,False,flexible,Entire home/apt,2006.0,852,30,1.0,2020-11-20,0.06,2.0,34.0,260.0,0.2876712328767123,105.0,89460.0,6.747586526829315
Brooklyn,Bedford-Stuyvesant,40.69213,-73.93788,False,strict,Private room,2018.0,1084,2,5.0,2020-11-20,0.19,3.0,1.0,0.0,1.0,365.0,395660.0,6.988413181999592
Queens,Flushing,40.74451,-73.82444,False,strict,Entire home/apt,2005.0,459,30,9.0,2020-11-20,0.44,5.0,7.0,337.0,0.07671232876712329,28.0,12852.0,6.129050210060545
Manhattan,Financial District,40.7079,-74.00617,False,flexible,Entire home/apt,2004.0,1014,30,1.0,2020-11-19,0.06,2.0,332.0,307.0,0.1589041095890411,58.0,58812.0,6.921658184151129
Manhattan,Harlem,40.82752,-73.93805,True,moderate,Private room,2005.0,205,30,1.0,2020-11-19,0.06,3.0,45.0,303.0,0.16986301369863013,62.0,12710.0,5.3230099791384085
Manhattan,Chinatown,40.71536,-73.99074,True,flexible,Entire home/apt,2003.0,438,3,23.0,2020-11-18,0.31,4.0,1.0,0.0,1.0,365.0,159870.0,6.082218910376446
Brooklyn,Williamsburg,40.70674,-73.93874,True,moderate,Private room,2009.0,1107,28,35.0,2020-11-18,1.2,2.0,3.0,0.0,1.0,365.0,404055.0,7.009408932708637
Manhattan,Washington Heights,40.84971,-73.93267,False,strict,Shared room,2009.0,612,30,2.0,2020-11-18,0.1,4.0,5.0,0.0,1.0,365.0,223380.0,6.416732282512326
Brooklyn,East Flatbush,40.6495,-73.93226,True,strict,Entire home/apt,2018.0,249,30,27.0,2020-11-17,1.03,4.0,1.0,0.0,1.0,365.0,90885.0,5.517452896464707
Brooklyn,Clinton Hill,40.68578,-73.96458,True,flexible,Private room,2019.0,492,30,28.0,2020-11-16,0.42,4.0,4.0,365.0,0.0,0.0,0.0,6.198478716492308
Brooklyn,Crown Heights,40.67555,-73.91053,True,strict,Private room,2009.0,634,5,10.0,2020-11-16,0.38,2.0,4.0,33.0,0.9095890410958904,332.0,210488.0,6.452048954437226
Brooklyn,Flatbush,40.65302,-73.96299,True,flexible,Entire home/apt,2011.0,503,30,4.0,2020-11-15,0.07,5.0,1.0,0.0,1.0,365.0,183595.0,6.220590170099739
Brooklyn,Bushwick,40.69093,-73.90366,False,strict,Entire home/apt,2004.0,660,4,151.0,2020-11-15,1.41,4.0,3.0,351.0,0.038356164383561646,14.0,9240.0,6.492239835020471
Manhattan,Hell's Kitchen,40.76731,-73.98437,False,moderate,Entire home/apt,2006.0,748,30,130.0,2020-11-15,1.36,5.0,1.0,291.0,0.20273972602739726,74.0,55352.0,6.617402977974478
Brooklyn,Greenpoint,40.72558,-73.9504,False,flexible,Entire home/apt,2022.0,885,30,6.0,2020-11-15,0.1,5.0,1.0,0.0,1.0,365.0,323025.0,6.785587645007929
Brooklyn,Clinton Hill,40.68578,-73.96458,False,flexible,Private room,2005.0,492,30,58.0,2020-11-15,0.85,5.0,4.0,365.0,0.0,0.0,0.0,6.198478716492308
Brooklyn,Crown Heights,40.67417,-73.96248,True,flexible,Entire home/apt,2020.0,310,30,12.0,2020-11-15,0.25,3.0,1.0,0.0,1.0,365.0,113150.0,5.736572297479192
Manhattan,SoHo,40.72743,-74.00232,False,moderate,Entire home/apt,2003.0,92,30,110.0,2020-11-15,2.05,4.0,1.0,0.0,1.0,365.0,33580.0,4.5217885770490405
Queens,Belle Harbor,40.57666,-73.85002,True,moderate,Private room,2015.0,470,30,47.0,2020-11-15,1.33,3.0,2.0,365.0,0.0,0.0,0.0,6.152732694704104
Brooklyn,Flatbush,40.65424,-73.96195,True,moderate,Entire home/apt,2021.0,101,1,58.0,2020-11-15,1.28,4.0,1.0,0.0,1.0,365.0,36865.0,4.61512051684126
Queens,Jamaica,40.69737,-73.78869,True,moderate,Entire home/apt,2012.0,998,30,68.0,2020-11-15,1.55,4.0,1.0,0.0,1.0,365.0,364270.0,6.905753276311464
Queens,Sunnyside,40.74003,-73.92643,False,moderate,Private room,2013.0,941,30,6.0,2020-11-15,0.17,4.0,17.0,0.0,1.0,365.0,343465.0,6.846943139585379
Manhattan,Hell's Kitchen,40.76626,-73.98361,True,moderate,Private room,2011.0,638,30,43.0,2020-11-15,1.18,4.0,3.0,283.0,0.22465753424657534,82.0,52316.0,6.45833828334479
Brooklyn,Boerum Hill,40.6849,-73.98707,True,flexible,Entire home/apt,2016.0,799,13,5.0,2020-11-15,0.14,2.0,1.0,0.0,1.0,365.0,291635.0,6.683360945766275
Queens,Richmond Hill,40.68828,-73.81454,True,strict,Entire home/apt,2005.0,460,2,43.0,2020-11-15,1.31,5.0,1.0,0.0,1.0,365.0,167900.0,6.131226489483141
Manhattan,Hell's Kitchen,40.76587,-73.99203,False,flexible,Entire home/apt,2009.0,766,3,15.0,2020-11-15,0.48,5.0,1.0,262.0,0.2821917808219178,103.0,78898.0,6.641182169740591
Queens,Jackson Heights,40.75566,-73.8813,False,strict,Entire home/apt,2021.0,885,30,46.0,2020-11-15,1.61,5.0,1.0,0.0,1.0,365.0,323025.0,6.785587645007929
Manhattan,Hell's Kitchen,40.76238,-73.9984,False,moderate,Entire home/apt,2021.0,1090,30,1.0,2020-11-15,0.06,3.0,58.0,9.0,0.9753424657534246,356.0,388040.0,6.993932975223189
Brooklyn,Park Slope,40.67358,-73.9805,True,strict,Entire home/apt,2007.0,238,31,16.0,2020-11-14,0.22,3.0,1.0,0.0,1.0,365.0,86870.0,5.472270673671475
Brooklyn,Bedford-Stuyvesant,40.68451,-73.93561,True,moderate,Entire home/apt,2010.0,934,30,3.0,2020-11-14,0.09,2.0,1.0,0.0,1.0,365.0,340910.0,6.839476438228843
Brooklyn,Williamsburg,40.70631,-73.92956,False,flexible,Private room,2022.0,170,15,2.0,2020-11-14,0.08,4.0,2.0,0.0,1.0,365.0,62050.0,5.135798437050262
Brooklyn,Bedford-Stuyvesant,40.69446,-73.94359,True,moderate,Private room,2014.0,183,1,1.0,2020-11-14,0.06,3.0,9.0,365.0,0.0,0.0,0.0,5.209486152841421
Manhattan,Harlem,40.8062,-73.94672,False,flexible,Private room,2005.0,1090,30,149.0,2020-11-12,1.89,3.0,2.0,0.0,1.0,365.0,397850.0,6.993932975223189
Brooklyn,Greenpoint,40.72408,-73.94003,True,strict,Private room,2022.0,1019,1,11.0,2020-11-12,0.21,4.0,2.0,0.0,1.0,365.0,371935.0,6.926577033222725
Brooklyn,Williamsburg,40.71663,-73.94129,False,moderate,Entire home/apt,2014.0,116,30,67.0,2020-11-12,1.65,4.0,1.0,0.0,1.0,365.0,42340.0,4.7535901911063645
Brooklyn,Greenpoint,40.73448,-73.95943,True,moderate,Entire home/apt,2008.0,371,7,4.0,2020-11-12,0.16,5.0,2.0,0.0,1.0,365.0,135415.0,5.916202062607435
Brooklyn,Greenpoint,40.73002,-73.95974,True,flexible,Entire home/apt,2019.0,634,4,26.0,2020-11-11,0.48,4.0,1.0,0.0,1.0,365.0,231410.0,6.452048954437226
Brooklyn,Dyker Heights,40.61832,-74.0082,False,flexible,Entire home/apt,2013.0,1184,30,1.0,2020-11-11,0.06,3.0,2.0,294.0,0.19452054794520549,71.0,84064.0,7.076653815443951
Brooklyn,Prospect-Lefferts Gardens,40.65611,-73.95952,False,flexible,Entire home/apt,2019.0,1013,1,11.0,2020-11-10,0.14,4.0,1.0,0.0,1.0,365.0,369745.0,6.920671504248683
Brooklyn,Bushwick,40.68754,-73.91138,True,flexible,Private room,2018.0,615,1,34.0,2020-11-10,0.64,4.0,8.0,4.0,0.989041095890411,361.0,222015.0,6.421622267806518
Brooklyn,Bedford-Stuyvesant,40.69085,-73.93989,False,flexible,Entire home/apt,2019.0,871,30,4.0,2020-11-10,0.19,5.0,1.0,38.0,0.8958904109589041,327.0,284817.0,6.769641976852503
Brooklyn,Park Slope,40.67566,-73.97949,True,moderate,Entire home/apt,2018.0,637,30,26.0,2020-11-09,0.39,4.0,2.0,82.0,0.7753424657534247,283.0,180271.0,6.456769655572163
Brooklyn,Bedford-Stuyvesant,40.69098,-73.95306,True,flexible,Entire home/apt,2022.0,884,30,8.0,2020-11-09,0.15,2.0,3.0,50.0,0.863013698630137,315.0,278460.0,6.784457062637643
Brooklyn,East New York,40.67342,-73.89381,True,moderate,Entire home/apt,2016.0,243,30,16.0,2020-11-09,0.59,5.0,1.0,0.0,1.0,365.0,88695.0,5.493061443340548
Queens,Woodside,40.74456,-73.89396,True,moderate,Private room,2006.0,774,30,1.0,2020-11-09,0.06,4.0,171.0,0.0,1.0,365.0,282510.0,6.651571873589727
Bronx,Port Morris,40.80851,-73.93008,True,strict,Entire home/apt,2014.0,70,2,1.0,2020-11-09,0.06,4.0,1.0,0.0,1.0,365.0,25550.0,4.248495242049359
Brooklyn,Bushwick,40.69266,-73.90362,True,flexible,Entire home/apt,2010.0,615,30,124.0,2020-11-08,1.14,5.0,3.0,365.0,0.0,0.0,0.0,6.421622267806518
Queens,Astoria,40.76711,-73.9229,False,flexible,Entire home/apt,2006.0,215,30,7.0,2020-11-08,0.1,3.0,1.0,143.0,0.6082191780821918,222.0,47730.0,5.3706380281276624
Manhattan,Tribeca,40.71999,-74.00372,False,strict,Entire home/apt,2003.0,559,30,1.0,2020-11-08,0.06,3.0,26.0,109.0,0.7013698630136986,256.0,143104.0,6.326149473155099
Queens,Astoria,40.76677,-73.91385,True,flexible,Private room,2021.0,775,3,43.0,2020-11-08,1.09,3.0,1.0,0.0,1.0,365.0,282875.0,6.652863029353347
Manhattan,Harlem,40.82663,-73.93759,True,strict,Private room,2010.0,956,2,1.0,2020-11-08,0.06,2.0,1.0,338.0,0.07397260273972603,27.0,25812.0,6.862757913051401
Manhattan,Midtown,40.75226,-73.97322,True,strict,Entire home/apt,2013.0,338,2,3.0,2020-11-08,0.11,5.0,1.0,0.0,1.0,365.0,123370.0,5.823045895483019
Brooklyn,Gowanus,40.68401,-73.98799,False,moderate,Entire home/apt,2005.0,479,30,6.0,2020-11-08,0.28,2.0,4.0,270.0,0.2602739726027397,95.0,45505.0,6.171700597410915
Manhattan,Financial District,40.70708,-74.00879,False,moderate,Private room,2021.0,1143,1,4.0,2020-11-08,0.23,4.0,1.0,0.0,1.0,365.0,417195.0,7.04141166379481
Manhattan,Chelsea,40.74941,-73.99318,True,flexible,Entire home/apt,2012.0,1200,30,48.0,2020-11-07,0.46,2.0,1.0,202.0,0.4465753424657534,163.0,195600.0,7.090076835776092
Manhattan,Harlem,40.8107,-73.94617,True,strict,Entire home/apt,2018.0,1121,30,209.0,2020-11-07,2.09,2.0,3.0,174.0,0.5232876712328767,191.0,214111.0,7.02197642307216
Brooklyn,Bedford-Stuyvesant,40.69126,-73.93496,False,moderate,Entire home/apt,2012.0,333,6,47.0,2020-11-07,0.91,3.0,1.0,0.0,1.0,365.0,121545.0,5.808142489980444
Brooklyn,Brighton Beach,40.5768,-73.95472,True,flexible,Entire home/apt,2013.0,206,30,25.0,2020-11-07,0.54,2.0,3.0,90.0,0.7534246575342466,275.0,56650.0,5.327876168789581
Bronx,Longwood,40.8181,-73.89533,True,flexible,Private room,2018.0,468,30,5.0,2020-11-07,0.18,3.0,1.0,339.0,0.07123287671232877,26.0,12168.0,6.148468295917647
Brooklyn,East Flatbush,40.64797,-73.94355,False,moderate,Private room,2019.0,184,1,1.0,2020-11-07,0.06,2.0,1.0,2.0,0.9945205479452055,363.0,66792.0,5.214935757608986
Manhattan,SoHo,40.72661,-73.99957,False,flexible,Entire home/apt,2010.0,771,30,5.0,2020-11-07,0.22,2.0,1.0,0.0,1.0,365.0,281415.0,6.647688373563329
Brooklyn,Bedford-Stuyvesant,40.68096,-73.94062,False,flexible,Entire home/apt,2012.0,243,30,92.0,2020-11-06,0.71,3.0,1.0,216.0,0.40821917808219177,149.0,36207.0,5.493061443340548
Queens,Ditmars Steinway,40.77416,-73.91008,True,moderate,Private room,2017.0,1096,2,40.0,2020-11-05,1.09,5.0,5.0,0.0,1.0,365.0,400040.0,6.999422467507961
Staten Island,West Brighton,40.63033,-74.11345,True,strict,Private room,2012.0,1166,30,22.0,2020-11-05,0.73,3.0,3.0,3.0,0.9917808219178083,362.0,422092.0,7.061334366910438
Manhattan,Inwood,40.86639,-73.92242,False,moderate,Private room,2011.0,1173,30,1.0,2020-11-05,0.06,2.0,171.0,55.0,0.8493150684931506,310.0,363630.0,7.067319848653476
Manhattan,Lower East Side,40.71875,-73.98638,False,strict,Entire home/apt,2009.0,807,30,1.0,2020-11-05,0.06,5.0,3.0,365.0,0.0,0.0,0.0,6.693323668269949
Bronx,Concourse,40.81943,-73.92911,False,strict,Private room,2008.0,206,30,136.0,2020-11-03,1.64,4.0,3.0,89.0,0.7561643835616438,276.0,56856.0,5.327876168789581
Queens,Sunnyside,40.73642,-73.92635,False,strict,Private room,2017.0,942,30,82.0,2020-11-03,1.48,5.0,1.0,153.0,0.5808219178082191,212.0,199704.0,6.848005274576363
Staten Island,Concord,40.60787,-74.09033,False,moderate,Entire home/apt,2005.0,541,2,1.0,2020-11-03,0.06,4.0,1.0,0.0,1.0,365.0,197465.0,6.293419278846481
Manhattan,SoHo,40.72638,-74.00134,True,moderate,Entire home/apt,2018.0,998,30,87.0,2020-11-02,0.83,5.0,1.0,0.0,1.0,365.0,364270.0,6.905753276311464
Manhattan,West Village,40.73778,-74.00137,False,moderate,Private room,2016.0,575,7,21.0,2020-11-02,0.36,3.0,2.0,0.0,1.0,365.0,209875.0,6.354370040797351
Manhattan,East Harlem,40.80796,-73.9402,True,flexible,Private room,2011.0,936,30,88.0,2020-11-02,1.55,5.0,1.0,365.0,0.0,0.0,0.0,6.841615476477592
Brooklyn,Bedford-Stuyvesant,40.69271,-73.9431,False,flexible,Entire home/apt,2007.0,496,4,8.0,2020-11-02,0.26,4.0,1.0,0.0,1.0,365.0,181040.0,6.206575926724928
Manhattan,East Village,40.72949,-73.98555,False,strict,Entire home/apt,2017.0,965,4,1.0,2020-11-02,0.06,4.0,1.0,0.0,1.0,365.0,352225.0,6.872128101338986
Queens,Kew Gardens Hills,40.72051,-73.81127,True,flexible,Private room,2014.0,228,7,3.0,2020-11-02,0.15,4.0,1.0,0.0,1.0,365.0,83220.0,5.429345628954441
Brooklyn,Bedford-Stuyvesant,40.68435,-73.94825,False,strict,Private room,2006.0,954,30,40.0,2020-11-01,0.35,2.0,3.0,344.0,0.057534246575342465,21.0,20034.0,6.860663671448287
Brooklyn,East Flatbush,40.66304,-73.92507,False,moderate,Private room,2017.0,628,30,7.0,2020-11-01,0.09,3.0,2.0,364.0,0.0027397260273972603,1.0,628.0,6.4425401664681985
Brooklyn,Bushwick,40.69664,-73.9294,False,moderate,Private room,2012.0,1127,30,170.0,2020-11-01,2.93,4.0,5.0,0.0,1.0,365.0,411355.0,7.027314514039777
Brooklyn,Williamsburg,40.71725,-73.94164,True,moderate,Entire home/apt,2007.0,1088,30,28.0,2020-11-01,0.53,3.0,1.0,0.0,1.0,365.0,397120.0,6.992096427415888
Manhattan,Hell's Kitchen,40.76678,-73.98604,False,moderate,Entire home/apt,2011.0,1005,3,18.0,2020-11-01,0.37,4.0,1.0,0.0,1.0,365.0,366825.0,6.912742820493176
Brooklyn,Williamsburg,40.71192,-73.94581,True,flexible,Entire home/apt,2011.0,1027,30,41.0,2020-11-01,0.94,4.0,1.0,63.0,0.8273972602739726,302.0,310154.0,6.934397209928558
Queens,Sunnyside,40.73593,-73.92338,False,flexible,Private room,2011.0,992,30,6.0,2020-11-01,0.16,2.0,161.0,337.0,0.07671232876712329,28.0,27776.0,6.899723107284872
Manhattan,East Harlem,40.80771,-73.9388,False,flexible,Entire home/apt,2021.0,756,30,54.0,2020-11-01,1.34,5.0,1.0,0.0,1.0,365.0,275940.0,6.628041376179533
Brooklyn,Williamsburg,40.7089,-73.96469,False,flexible,Private room,2003.0,208,2,80.0,2020-11-01,1.98,5.0,2.0,0.0,1.0,365.0,75920.0,5.337538079701318
Brooklyn,Bushwick,40.69491,-73.92316,True,strict,Private room,2007.0,629,30,6.0,2020-11-01,0.15,3.0,2.0,0.0,1.0,365.0,229585.0,6.444131256700441
Manhattan,Little Italy,40.71933,-73.994843,True,flexible,Private room,2009.0,772,1,1.0,2020-11-01,0.06,2.0,14.0,320.0,0.1232876712328767,45.0,34740.0,6.648984550024776
Brooklyn,Bedford-Stuyvesant,40.6884,-73.95003,False,flexible,Private room,2011.0,632,30,1.0,2020-11-01,0.06,2.0,171.0,30.0,0.9178082191780822,335.0,211720.0,6.448889394146858
Manhattan,Upper East Side,40.77031,-73.95098,False,strict,Entire home/apt,2014.0,605,30,2.0,2020-10-31,0.04,2.0,3.0,185.0,0.4931506849315068,180.0,108900.0,6.405228458030842
Queens,Flushing,40.75046,-73.80969,False,moderate,Private room,2014.0,805,2,352.0,2020-10-31,3.23,2.0,2.0,137.0,0.6246575342465753,228.0,183540.0,6.690842277418564
Brooklyn,Greenpoint,40.7269,-73.94198,True,strict,Entire home/apt,2015.0,265,30,8.0,2020-10-31,0.08,5.0,28.0,277.0,0.2410958904109589,88.0,23320.0,5.579729825986222
Queens,Ridgewood,40.70835,-73.91158,True,strict,Private room,2013.0,531,30,56.0,2020-10-31,0.67,3.0,3.0,264.0,0.27671232876712326,101.0,53631.0,6.274762021241939
Manhattan,East Village,40.72556,-73.99036,True,strict,Entire home/apt,2008.0,261,30,11.0,2020-10-31,0.14,5.0,1.0,173.0,0.5260273972602739,192.0,50112.0,5.564520407322694
Manhattan,Hell's Kitchen,40.76372,-73.99318,False,strict,Entire home/apt,2021.0,1075,30,6.0,2020-10-31,0.09,3.0,186.0,320.0,0.1232876712328767,45.0,48375.0,6.980075940561763
Manhattan,Hell's Kitchen,40.76411,-73.99371,True,flexible,Entire home/apt,2013.0,191,30,8.0,2020-10-31,0.12,5.0,186.0,338.0,0.07397260273972603,27.0,5157.0,5.25227342804663
Manhattan,Gramercy,40.73366,-73.9825,False,moderate,Entire home/apt,2010.0,181,10,3.0,2020-10-31,0.11,4.0,1.0,0.0,1.0,365.0,66065.0,5.198497031265826
Manhattan,Murray Hill,40.74798,-73.97413,True,moderate,Entire home/apt,2009.0,593,30,7.0,2020-10-31,0.16,4.0,2.0,0.0,1.0,365.0,216445.0,6.385194398997726
Manhattan,Greenwich Village,40.73304,-73.99992,False,flexible,Entire home/apt,2005.0,969,10,6.0,2020-10-31,0.1,3.0,1.0,0.0,1.0,365.0,353685.0,6.876264611890766
Brooklyn,Bushwick,40.70003,-73.9255,False,flexible,Entire home/apt,2009.0,483,30,2.0,2020-10-31,0.04,4.0,1.0,0.0,1.0,365.0,176295.0,6.180016653652572
Manhattan,Harlem,40.80412,-73.94834,False,flexible,Private room,2003.0,232,3,22.0,2020-10-31,0.43,2.0,4.0,66.0,0.8191780821917808,299.0,69368.0,5.44673737166631
Brooklyn,Bushwick,40.68695,-73.90529,True,strict,Private room,2008.0,105,30,17.0,2020-10-31,0.33,3.0,1.0,180.0,0.5068493150684932,185.0,19425.0,4.653960350157523
Staten Island,Stapleton,40.6336,-74.07766,True,moderate,Entire home/apt,2012.0,633,30,91.0,2020-10-31,1.83,3.0,6.0,365.0,0.0,0.0,0.0,6.450470422144176
Brooklyn,Williamsburg,40.70993,-73.94897,True,strict,Private room,2003.0,726,30,40.0,2020-10-31,0.84,4.0,1.0,31.0,0.915068493150685,334.0,242484.0,6.587550014824796
Brooklyn,Williamsburg,40.7117,-73.95781,False,flexible,Entire home/apt,2005.0,1128,2,7.0,2020-10-31,0.16,5.0,2.0,0.0,1.0,365.0,411720.0,7.028201432058005
Manhattan,Midtown,40.75806,-73.96756,True,flexible,Private room,2014.0,1072,30,15.0,2020-10-31,0.37,5.0,1.0,0.0,1.0,365.0,391280.0,6.977281341630747
Manhattan,Upper West Side,40.77991,-73.97845,False,strict,Entire home/apt,2022.0,633,30,5.0,2020-10-31,0.17,5.0,1.0,83.0,0.7726027397260274,282.0,178506.0,6.450470422144176
Manhattan,SoHo,40.72717,-74.00131,True,moderate,Entire home/apt,2019.0,538,30,4.0,2020-10-31,0.14,5.0,2.0,125.0,0.6575342465753424,240.0,129120.0,6.2878585601617845
Queens,Richmond Hill,40.69003,-73.82132,False,flexible,Private room,2006.0,296,1,52.0,2020-10-31,1.5,5.0,2.0,216.0,0.40821917808219177,149.0,44104.0,5.69035945432406
Brooklyn,Crown Heights,40.67775,-73.94867,True,strict,Entire home/apt,2020.0,492,30,20.0,2020-10-31,0.59,3.0,1.0,0.0,1.0,365.0,179580.0,6.198478716492308
Manhattan,Midtown,40.75525,-73.96898,True,strict,Entire home/apt,2005.0,441,5,4.0,2020-10-31,0.12,5.0,1.0,0.0,1.0,365.0,160965.0,6.089044875446846
Queens,Sunnyside,40.73777,-73.92755,True,flexible,Private room,2021.0,92,30,3.0,2020-10-31,0.12,2.0,17.0,0.0,1.0,365.0,33580.0,4.5217885770490405
Manhattan,Midtown,40.75421,-73.96601,False,strict,Entire home/apt,2021.0,762,30,15.0,2020-10-31,0.5,5.0,3.0,155.0,0.5753424657534246,210.0,160020.0,6.635946555686647
Queens,Jamaica,40.68924,-73.77942,False,flexible,Entire home/apt,2013.0,337,1,57.0,2020-10-31,2.01,4.0,1.0,0.0,1.0,365.0,123005.0,5.820082930352362
Brooklyn,Crown Heights,40.67974,-73.96149,True,moderate,Entire home/apt,2020.0,1129,150,1.0,2020-10-31,0.06,5.0,1.0,61.0,0.8328767123287671,304.0,343216.0,7.029087564149662
Manhattan,Kips Bay,40.73976,-73.98198,False,moderate,Entire home/apt,2018.0,802,30,2.0,2020-10-31,0.11,4.0,62.0,136.0,0.6273972602739726,229.0,183658.0,6.687108607866515
